GENESIS-Tabelle: animal_slaugther
Slaughtered animals, quantity slaughtered: L�nder, months,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
types of animals, type of slaughtering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Slaughtering and carcass weight statistics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Oxen;Oxen;Oxen;Oxen;Oxen;Oxen;Bulls;Bulls;Bulls;Bulls;Bulls;Bulls;Cows;Cows;Cows;Cows;Cows;Cows;Female cattle;Female cattle;Female cattle;Female cattle;Female cattle;Female cattle;Cattle;Cattle;Cattle;Cattle;Cattle;Cattle;Calves;Calves;Calves;Calves;Calves;Calves;Young cattle;Young cattle;Young cattle;Young cattle;Young cattle;Young cattle;Pigs;Pigs;Pigs;Pigs;Pigs;Pigs;Sheep;Sheep;Sheep;Sheep;Sheep;Sheep;Lambs;Lambs;Lambs;Lambs;Lambs;Lambs;Horses;Horses;Horses;Horses;Horses;Horses;Goats;Goats;Goats;Goats;Goats;Goats
Baden-W�rttemberg;1991;August;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63024;18794;.;.;881;254;3919;428;.;.;480;52;-;-;-;-;-;-;228778;19905;.;.;4833;-;15254;281;-;-;3063;57;-;-;-;-;-;-;103;24;-;-;-;-;-;-;-;-;-;-
Baden-W�rttemberg;1991;September;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;76604;22829;.;.;1514;437;4578;493;.;.;554;59;-;-;-;-;-;-;262988;23028;.;.;6998;-;14110;253;-;-;3677;66;-;-;-;-;-;-;125;29;-;-;-;-;-;-;-;-;-;-
Baden-W�rttemberg;1991;October;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;75341;22244;.;.;2571;730;4241;458;.;.;555;59;-;-;-;-;-;-;253115;22354;.;.;12216;-;15032;275;-;-;5382;98;-;-;-;-;-;-;159;37;-;-;-;-;-;-;-;-;-;-
Baden-W�rttemberg;1991;November;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66519;19872;.;.;3988;1134;3961;415;.;.;712;74;-;-;-;-;-;-;238828;21307;.;.;27204;-;14359;257;-;-;6297;113;-;-;-;-;-;-;129;30;-;-;-;-;-;-;-;-;-;-
Baden-W�rttemberg;1991;December;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66084;19997;.;.;2888;834;5933;615;.;.;636;65;-;-;-;-;-;-;259348;22557;.;.;26683;-;19536;359;-;-;5135;94;-;-;-;-;-;-;130;30;-;-;-;-;-;-;-;-;-;-
Baden-W�rttemberg;1992;January;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63597;19316;.;.;2780;806;4090;417;.;.;543;55;-;-;-;-;-;-;236639;21195;.;.;25272;-;12421;218;-;-;2777;49;-;-;-;-;-;-;97;23;-;-;-;-;-;-;-;-;-;-
Baden-W�rttemberg;1992;February;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56401;17196;.;.;2644;769;3805;396;.;.;489;50;-;-;-;-;-;-;220616;19420;.;.;20767;-;10396;189;-;-;2747;50;-;-;-;-;-;-;104;24;-;-;-;-;-;-;-;-;-;-
Baden-W�rttemberg;1992;March;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;67970;20980;.;.;2800;825;4533;467;.;.;636;65;-;-;-;-;-;-;258959;23076;.;.;17469;-;15678;276;-;-;2750;48;-;-;-;-;-;-;154;36;-;-;-;-;-;-;-;-;-;-
Baden-W�rttemberg;1992;April;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;61436;19077;.;.;2036;599;5348;549;.;.;655;67;-;-;-;-;-;-;235046;20769;.;.;12303;-;23905;432;-;-;5319;94;-;-;-;-;-;-;109;25;-;-;-;-;-;-;-;-;-;-
Baden-W�rttemberg;1992;May;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57905;17959;.;.;1654;492;4243;441;.;.;477;49;-;-;-;-;-;-;235948;20996;.;.;9057;-;14527;248;-;-;2734;46;-;-;-;-;-;-;109;25;-;-;-;-;-;-;-;-;-;-
Baden-W�rttemberg;1992;June;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;61302;18988;.;.;1293;389;4625;498;.;.;457;49;-;-;-;-;-;-;254913;22930;.;.;7160;-;16081;275;-;-;6466;112;-;-;-;-;-;-;118;28;-;-;-;-;-;-;-;-;-;-
Baden-W�rttemberg;1992;July;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;55296;16930;.;.;781;230;3465;360;.;.;340;35;-;-;-;-;-;-;215596;19053;.;.;4960;-;11119;203;-;-;2179;40;-;-;-;-;-;-;99;23;-;-;-;-;-;-;-;-;-;-
Baden-W�rttemberg;1992;August;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58149;17731;.;.;957;283;3956;428;.;.;344;37;-;-;-;-;-;-;239861;20976;.;.;4999;-;13234;239;-;-;2573;46;-;-;-;-;-;-;115;27;-;-;-;-;-;-;-;-;-;-
Baden-W�rttemberg;1992;September;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;59464;18138;.;.;1392;416;3974;423;.;.;376;40;-;-;-;-;-;-;230930;20408;.;.;6957;-;13102;235;-;-;2993;54;-;-;-;-;-;-;123;29;-;-;-;-;-;-;-;-;-;-
Baden-W�rttemberg;1992;October;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57130;17464;.;.;2428;716;4246;450;.;.;480;51;-;-;-;-;-;-;236791;21155;.;.;12247;-;14427;256;-;-;4986;89;-;-;-;-;-;-;119;28;-;-;-;-;-;-;-;-;-;-
Baden-W�rttemberg;1992;November;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58381;17969;.;.;3818;1125;4456;461;.;.;747;77;-;-;-;-;-;-;260969;23545;.;.;24576;-;15696;288;-;-;5415;99;-;-;-;-;-;-;127;30;-;-;-;-;-;-;-;-;-;-
Baden-W�rttemberg;1992;December;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;55648;17353;.;.;2787;833;5521;581;.;.;512;54;-;-;-;-;-;-;231939;20390;.;.;25373;-;21734;397;-;-;5331;99;-;-;-;-;-;-;139;32;-;-;-;-;-;-;-;-;-;-
Baden-W�rttemberg;1993;January;111;33;-;-;18;5;22584;7988;24;x;766;271;19729;5753;-;-;298;x;10143;2833;-;-;1523;425;52567;16607;24;x;2605;788;3464;365;-;-;415;44;-;-;-;-;-;-;215724;19784;1290;x;24725;2406;4619;173;5353;x;2585;45;-;-;-;-;-;-;88;23;-;-;-;-;27;0;-;-;134;2
Baden-W�rttemberg;1993;February;34;11;-;-;11;4;23511;8342;22;x;779;276;18124;5316;-;-;291;x;9310;2602;3;x;1548;433;50979;16272;25;x;2629;798;3363;361;-;-;433;47;-;-;-;-;-;-;211479;19288;2224;x;19442;1892;4948;210;7195;x;2705;47;-;-;-;-;-;-;123;32;-;-;-;-;20;0;-;-;118;2
Baden-W�rttemberg;1993;March;47;15;-;-;10;3;28280;10057;23;x;823;292;25993;7671;-;-;321;x;12734;3571;6;x;1755;492;67054;21314;29;x;2909;882;4654;500;-;-;624;67;-;-;-;-;-;-;271222;24761;1727;x;19832;1930;6083;329;13512;x;2641;44;-;-;-;-;-;-;147;39;-;-;-;-;77;1;-;-;138;2
Baden-W�rttemberg;1993;April;97;33;-;-;10;3;23937;8462;36;x;671;237;19415;5700;-;-;256;x;9675;2677;-;-;1083;300;53124;16872;36;x;2020;615;4181;442;-;-;502;53;-;-;-;-;-;-;228973;20748;1099;x;12898;1255;11085;358;11605;x;4893;77;-;-;-;-;-;-;113;30;-;-;-;-;233;4;-;-;225;4
Baden-W�rttemberg;1993;May;35;12;-;-;7;2;24448;8674;49;x;491;174;17512;5183;-;-;217;x;9392;2592;-;-;786;217;51387;16460;49;x;1501;457;3686;399;-;-;470;51;-;-;-;-;-;-;235270;22022;84;x;9714;945;5849;269;10103;x;2356;40;-;-;-;-;-;-;118;31;-;-;-;-;66;1;-;-;158;3
Baden-W�rttemberg;1993;June;48;15;-;-;4;1;27953;9947;36;x;461;164;21158;6183;-;-;209;x;9616;2676;-;-;610;170;58775;18820;36;x;1284;396;3726;395;-;-;448;48;-;-;-;-;-;-;265814;24015;-;-;7859;765;7579;285;8807;x;6204;108;-;-;-;-;-;-;132;35;-;-;-;-;68;1;-;-;223;4
Baden-W�rttemberg;1993;July;22;7;-;-;3;1;21919;8035;55;x;351;128;18025;5163;-;-;172;x;7471;2089;-;-;403;113;47437;15295;55;x;929;291;2816;298;-;-;334;35;-;-;-;-;-;-;216046;19197;715;x;5992;583;5889;171;3942;x;1917;33;-;-;-;-;-;-;96;25;-;-;-;-;46;1;-;-;130;2
Baden-W�rttemberg;1993;August;65;21;-;-;9;3;25074;8681;40;x;385;133;20639;5828;-;-;181;x;8793;2387;-;-;430;117;54571;16918;40;x;1005;304;3552;386;-;-;334;36;-;-;-;-;-;-;239994;21885;6864;x;5584;543;5697;232;7469;x;2331;41;-;-;-;-;-;-;83;22;-;-;-;-;73;1;-;-;131;2
Baden-W�rttemberg;1993;September;85;28;-;-;9;3;24534;8660;40;x;535;189;21477;6094;-;-;217;x;9236;2568;-;-;759;211;55332;17350;40;x;1520;464;3598;401;-;-;406;45;-;-;-;-;-;-;240285;22098;5093;x;7890;768;6022;222;6821;x;2876;50;-;-;-;-;-;-;122;32;-;-;-;-;53;1;-;-;163;3
Baden-W�rttemberg;1993;October;117;36;-;-;29;9;23986;8415;24;x;914;320;20524;5835;-;-;260;x;9816;2714;-;-;1538;425;54443;17000;24;x;2741;828;3575;398;-;-;470;52;-;-;-;-;-;-;246745;22342;775;x;13734;1336;5797;197;5751;x;4713;80;-;-;-;-;-;-;124;33;-;-;-;-;74;1;-;-;223;4
Baden-W�rttemberg;1993;November;94;33;-;-;33;11;24035;8555;37;x;1168;415;23663;6762;-;-;319;x;11936;3335;-;-;2512;702;59728;18684;37;x;4032;1220;4081;451;-;-;552;61;-;-;-;-;-;-;253228;22993;2384;x;26861;2614;7185;205;4604;x;4925;86;-;-;-;-;-;-;134;35;-;-;-;-;56;1;-;-;256;5
Baden-W�rttemberg;1993;December;99;32;-;-;13;4;22803;8175;52;x;922;330;19716;5704;-;-;294;x;10134;2840;-;-;1781;499;52752;16751;52;x;3010;918;5507;606;-;-;624;69;-;-;-;-;-;-;237927;21578;3876;x;26975;2625;9742;275;6510;x;5357;91;-;-;-;-;-;-;113;30;-;-;-;-;30;1;-;-;171;3
Baden-W�rttemberg;1994;January;85;28;-;-;17;6;19976;6620;38;x;691;229;22153;6516;-;-;272;x;9535;2701;2;x;1489;422;51749;15864;40;x;2469;736;3365;367;-;-;463;51;-;-;-;-;-;-;244158;22421;926;x;23576;2294;5717;162;3695;x;2343;40;-;-;-;-;-;-;124;33;-;-;-;-;36;1;-;-;137;2
Baden-W�rttemberg;1994;February;99;30;-;-;16;5;19583;6985;44;x;724;258;18285;5403;-;-;274;x;8722;2443;-;-;1481;415;46689;14861;44;x;2495;758;3233;362;-;-;407;46;-;-;-;-;-;-;221503;20362;1188;x;18328;1783;4834;159;4496;x;2475;42;-;-;-;-;-;-;96;25;-;-;-;-;24;0;-;-;83;1
Baden-W�rttemberg;1994;March;89;27;-;-;18;5;23617;8455;55;x;774;276;24171;7123;-;-;283;x;10849;3053;-;-;1474;415;58726;18659;55;x;2549;780;4778;531;-;-;570;63;-;-;-;-;-;-;259019;22586;3594;x;17760;1728;7243;321;11877;x;4302;72;-;-;-;-;-;-;121;32;-;-;-;-;189;3;-;-;163;3
Baden-W�rttemberg;1994;April;165;51;-;-;10;3;20643;7392;43;x;743;265;20722;6061;-;-;264;x;8706;2443;3;x;1213;340;50236;15946;46;x;2230;686;3359;378;-;-;451;51;-;-;-;-;-;-;233892;21731;4438;x;13287;1293;6596;201;5630;x;2978;49;-;-;-;-;-;-;96;25;-;-;-;-;166;3;-;-;186;3
Baden-W�rttemberg;1994;May;115;36;-;-;7;2;23002;8245;44;x;729;261;21522;6202;-;-;220;x;9832;2745;3;x;883;246;54471;17228;47;x;1839;573;4100;466;-;-;380;43;-;-;-;-;-;-;272982;25079;3144;x;8813;858;10385;259;5215;x;7559;125;-;-;-;-;-;-;110;29;-;-;-;-;62;1;-;-;143;3
Baden-W�rttemberg;1994;June;106;32;-;-;3;1;21706;7791;54;x;429;154;18243;5277;-;-;190;x;7518;2094;-;-;589;164;47573;15195;54;x;1211;374;3319;370;-;-;376;42;-;-;-;-;-;-;238943;21812;3519;x;6741;656;3750;159;6116;x;2103;34;-;-;-;-;-;-;120;32;-;-;-;-;58;1;-;-;172;3
Baden-W�rttemberg;1994;July;87;25;-;-;6;2;17570;6291;32;x;276;99;16759;4709;-;-;173;x;6439;1792;-;-;380;106;40855;12817;32;x;835;255;2637;297;-;-;278;31;-;-;-;-;-;-;211278;18968;3671;x;4832;470;3301;122;4522;x;1893;30;-;-;-;-;-;-;86;23;-;-;-;-;43;1;-;-;127;2
Baden-W�rttemberg;1994;August;135;37;-;-;3;1;24018;8577;35;x;439;157;23071;6527;-;-;186;x;8529;2345;-;-;422;116;55753;17485;35;x;1050;326;3632;415;-;-;336;38;-;-;-;-;-;-;251092;23111;8422;x;5637;548;5118;161;4658;x;2457;41;-;-;-;-;-;-;114;30;-;-;-;-;38;1;-;-;170;3
Baden-W�rttemberg;1994;September;134;42;-;-;12;4;24186;8741;50;x;653;236;19217;5451;-;-;225;x;8257;2261;2;x;735;201;51794;16494;52;x;1625;504;3489;394;-;-;346;39;-;-;-;-;-;-;234865;21509;6999;x;7839;763;4235;189;6493;x;3117;55;-;-;-;-;-;-;109;29;-;-;-;-;71;1;-;-;203;4
Baden-W�rttemberg;1994;October;122;38;-;-;21;7;24893;8873;40;x;943;336;20774;5991;-;-;262;x;9101;2568;-;-;1630;460;54890;17471;40;x;2856;878;3651;420;-;-;456;52;-;-;-;-;-;-;256740;24154;4179;x;12045;1172;5292;177;5147;x;4258;72;-;-;-;-;-;-;113;30;-;-;-;-;86;2;-;-;178;3
Baden-W�rttemberg;1994;November;172;51;-;-;32;9;24831;8946;42;x;1319;474;21523;6268;-;-;317;x;10800;3049;-;-;2379;672;57326;18314;42;x;4047;1248;3493;393;-;-;565;64;-;-;-;-;-;-;249063;23320;4776;x;22636;2202;7225;142;1273;x;4613;77;-;-;-;-;-;-;104;27;-;-;-;-;50;1;-;-;201;4
Baden-W�rttemberg;1994;December;148;48;-;-;21;7;24032;8846;65;x;1047;384;17824;5250;-;-;248;x;9589;2693;-;-;1853;520;51593;16837;65;x;3169;985;4975;561;-;-;462;52;-;-;-;-;-;-;242174;22495;7359;x;24666;2400;10127;221;3534;x;5229;85;-;-;-;-;-;-;98;26;-;-;-;-;25;0;-;-;185;3
Baden-W�rttemberg;1995;January;140;43;-;-;27;8;23773;8504;46;x;831;297;21748;6334;-;-;284;x;8920;2556;-;-;1622;465;54581;17437;46;x;2764;852;3388;357;-;-;445;47;-;-;-;-;-;-;248757;23301;3673;x;21545;2096;4640;125;2938;x;2389;39;-;-;-;-;-;-;88;23;-;-;-;-;16;0;-;-;170;3
Baden-W�rttemberg;1995;February;126;42;-;-;16;5;20961;7452;22;x;840;298;17649;5113;-;-;242;x;8074;2229;-;-;1492;412;46810;14835;22;x;2590;786;2948;317;-;-;394;42;-;-;-;-;-;-;216528;20209;3873;x;17321;1685;3921;147;4661;x;2166;37;-;-;-;-;-;-;99;26;-;-;-;-;10;0;-;-;70;1
Baden-W�rttemberg;1995;March;165;53;-;-;35;11;23925;8516;121;x;1009;357;22202;6547;-;-;262;x;9053;2501;-;-;1707;472;55345;17617;121;x;3013;917;3624;392;-;-;422;46;-;-;-;-;-;-;241199;22026;3672;x;16751;1630;3858;150;5401;x;2405;39;-;-;-;-;-;-;98;26;-;-;-;-;17;0;-;-;125;2
Baden-W�rttemberg;1995;April;185;56;-;-;34;10;21660;7738;133;x;784;278;18091;5268;-;-;233;x;7719;2141;-;-;1130;313;47655;15203;133;x;2181;670;3732;412;-;-;403;44;-;-;-;-;-;-;220269;20246;2560;x;11309;1100;8533;334;12556;x;4692;74;-;-;-;-;-;-;102;27;-;-;-;-;212;4;-;-;263;5
Baden-W�rttemberg;1995;May;138;41;-;-;12;4;26043;9345;173;x;884;315;22081;6550;-;-;247;x;9271;2699;-;-;1031;300;57533;18635;173;x;2174;692;3731;406;-;-;494;54;-;-;-;-;-;-;269238;24772;4694;x;9255;901;8519;212;4329;x;7920;131;-;-;-;-;-;-;105;28;-;-;-;-;78;1;-;-;139;3
Baden-W�rttemberg;1995;June;92;28;-;-;8;2;24203;8772;337;x;466;167;18968;5538;-;-;192;x;7527;2074;-;-;585;161;50790;16411;337;x;1251;386;3142;331;-;-;319;34;-;-;-;-;-;-;227549;20919;6027;x;6591;641;3553;132;4405;x;2076;34;-;-;-;-;-;-;89;23;-;-;-;-;55;1;-;-;142;3
Baden-W�rttemberg;1995;July;96;32;-;-;3;1;21031;7583;229;x;255;91;18810;5347;-;-;105;x;7063;1929;8;x;330;90;47000;14891;237;x;693;212;3076;328;-;-;254;27;-;-;-;-;-;-;235950;21693;4349;x;3493;340;3711;152;5522;x;1559;26;-;-;-;-;-;-;94;25;-;-;-;-;60;1;-;-;112;2
Baden-W�rttemberg;1995;August;87;24;-;-;3;1;22980;8216;151;x;249;88;23269;6660;-;-;109;x;6856;1843;-;-;330;89;53192;16743;151;x;691;209;2404;264;-;-;223;24;-;-;-;-;-;-;214082;19875;5914;x;3069;299;3814;135;4133;x;1494;25;-;-;-;-;-;-;94;25;-;-;-;-;80;1;-;-;106;2
Baden-W�rttemberg;1995;September;208;61;-;-;17;5;26179;9336;54;x;532;189;22889;6496;-;-;219;x;8858;2400;-;-;636;172;58134;18294;54;x;1404;429;3708;415;-;-;355;40;-;-;-;-;-;-;236924;21893;4921;x;5114;498;5309;174;4954;x;2498;42;-;-;-;-;-;-;105;28;-;-;-;-;106;2;-;-;227;4
Baden-W�rttemberg;1995;October;135;55;58;x;17;5;26062;9184;95;x;722;254;25140;7030;-;-;192;x;9893;2690;-;-;1124;306;61230;18959;153;x;2055;618;3899;436;-;-;469;52;-;-;-;-;-;-;258230;23938;1269;x;7489;729;4724;154;4558;x;3061;51;-;-;-;-;-;-;94;25;-;-;-;-;102;2;-;-;168;3
Baden-W�rttemberg;1995;November;180;62;37;x;38;11;24275;8607;78;x;1138;402;23973;6809;-;-;244;x;10963;3004;6;x;2036;558;59391;18481;121;x;3456;1040;3944;435;-;-;666;73;-;-;-;-;-;-;238220;22419;2184;x;17018;1656;5257;158;4298;x;4229;70;-;-;-;-;-;-;99;26;1;x;-;-;88;2;-;-;169;3
Baden-W�rttemberg;1995;December;116;40;27;x;26;7;22677;7992;75;x;894;314;18084;5259;-;-;176;x;9246;2548;-;-;1694;467;50123;15839;102;x;2790;839;5082;552;-;-;723;79;-;-;-;-;-;-;230834;21191;3398;x;20338;1979;9983;213;2976;x;4662;77;-;-;-;-;-;-;106;28;-;-;-;-;103;2;-;-;124;2
Baden-W�rttemberg;1996;January;191;61;-;-;31;10;22754;8093;42;x;849;301;25017;7359;-;-;196;x;9879;2775;3;x;1295;364;57841;18287;45;x;2371;733;3778;404;-;-;511;55;-;-;-;-;-;-;250984;24513;2850;x;16426;1598;7585;135;494;x;2256;38;-;-;-;-;-;-;107;28;-;-;1;0;38;1;-;-;106;2
